value,designator,barcode,,mean,0.139595177,,,,
0.1427,U3_1,"	M0540064PI274079042",,,,,,,
0.1401,U3_1,"	M0540064PI274079040",,,,,,,
0.1395,U3_1,"	M0540064PI274079047",,,,,,,
0.1388,U3_1,"	M0540064PI274079043",,,,,,,
0.1423,U3_1,"	M0540064PI27407903Y",,,,,,,
0.1374,U3_1,"	M0540064PI274079046",,,,,,,
0.1422,U3_1,"	M0540064PI27407903U",,,,,,,
0.1412,U3_1,"	M0540064PI27407903R",,,,,,,
0.1373,U3_1,"	M0540064PI27407901Z",,,,,,,
0.138,U3_1,"	M0540064PI27407903K",,,,,,,
0.1448,U3_1,"	M0540064PI27407903C",,,,,,,
0.1335,U3_1,"	M0540064PI27407903F",,,,,,,
0.1434,U3_1,"	M0540064PI27407903D",,,,,,,
0.141,U3_1,"	M0540064PI27407902R",,,,,,,
0.1391,U3_1,"	M0540064PI274079044",,,,,,,
0.1414,U3_1,"	M0540064PI27407901S",,,,,,,
0.1312,U3_1,"	M0540064PI27407900A",,,,,,,
0.1332,U3_1,"	M0540064PI27407902Y",,,,,,,
0.1372,U3_1,"	M0540064PI27407900F",,,,,,,
0.1301,U3_1,"	M0540064PI27407901E",,,,,,,
0.1293,U3_1,"	M0540064PI27407901F",,,,,,,
0.1353,U3_1,"	M0540064PI27407900W",,,,,,,
0.1402,U3_1,"	M0540064PI27407900Y",,,,,,,
0.1387,U3_1,"	M0540064PI27407900D",,,,,,,
0.1349,U3_1,"	M0540064PI27407901G",,,,,,,
0.1402,U3_1,"	M0540064PI27407900B",,,,,,,
0.1232,U3_1,"	M0540064PI27407900C",,,,,,,
0.1394,U3_1,"	M0540064PI274079001",,,,,,,
0.1309,U3_1,"	M0540064PI27407900Z",,,,,,,
0.131,U3_1,"	M0540064PI274079013",,,,,,,
0.1235,U3_1,"	M0540064PI27407900H",,,,,,,
0.1329,U3_1,"	M0540064PI274079017",,,,,,,
0.1308,U3_1,"	M0540064PI274079012",,,,,,,
0.1346,U3_1,"	M0540064PI274079010",,,,,,,
0.1284,U3_1,"	M0540064PI274079009",,,,,,,
0.1333,U3_1,"	M0540064PI27407901K",,,,,,,
0.14,U3_1,"	M0540064PI274079008",,,,,,,
0.1325,U3_1,"	M0540064PI274079007",,,,,,,
0.1314,U3_1,"	M0540064PI274079016",,,,,,,
0.1353,U3_1,"	M0540064PI274079003",,,,,,,
0.1264,U3_1,"	M0540064PI274079011",,,,,,,
